시각,카테고리,미디어,제목,내용,url,수정시간,감정표현,timestamp
2020.01.01. 오후 7:13,정치,KBS,유승민 “늦어도 2월 초까지는 중도보수세력 힘 합쳐야”,새로운보수당 유승민 인재영입위원장은 아무리 늦어도 2월 초까지는 중도보수 세력이 힘을 합쳐 통합이든 연대든 총선에서 이길 전략을 수립해야 한다 고 말했습니다. 유승민 위원장은 오늘 1일 국회 에서 열린 새로운보수당 신년하례회 직후 기자들과 만나 보수통합과 관련해 각자의 의지에 달린 문제 라며 이같이 밝혔습니다. 그러면서 국회 안에서는 숫자의 힘이 작용하기 때문에 다음에는 중도보수 세력이 어떻게든 국회 과반을 차지하는 것이 중요하다 고 덧붙였습니다. 유 위원장은 자유한국당이 제일 큰 보수정당으로서 지금까지 국민에게 보여준 모습으로는 건전한 보수를 재건하기 어렵다 며 새로운보수당이 앞장서서 치고 나가면서 보수재건은 이렇게 하는 것이다 라는 것을 보여줄 것 이라고 강조했습니다. 유 위원장은 한국당과의 총선 연대 가능성에 대해 새로운보수당이 국민 지지를 얻어나가면 기존 다른 보수세력들이 저희와 통합 또는 연대를 할 수밖에 없을 것 이라며 국민 지지를 얻는 데 우선 주력하겠다 고 설명했습니다. 새로운보수당에는 유 위원장을 비롯해 창당준비위원장을 맡은 하태경 의원 오신환·유의동·지상욱 의원 등 바른미래당 비당권파 가운데 바른정당계 의원 8명이 참여하고 있습니다. 한편 하태경 창당준비위원장은 신년하례회에서 현역병과 상근예비역 사회복무요원으로 복무를 마친 사람이 복무를 마친 날부터 10년간 임대주택을 신청할 경우 가점을 주는 내용을 담은 군 제대청년 임대주택가점법 을 발의했다고 밝혔습니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010778521,2020.01.01. 오후 7:16,"[18, 1, 0, 8, 0]",1612227686
2020.01.01. 오후 7:12,정치,KBS,이도훈비건 전화 통화…北 전원회의 결과 논의,북한의 노동당 중앙위원회 전원회의 결과와 관련해 이도훈 외교부 한반도평화교섭본부장은 오늘 스티븐 비건 미 국무부 대북 특별대표와 전화통화를 갖고 의견을 교환했습니다. 이도훈 본부장과 비건 대표는 교착 상태에 빠진 북미 대화를 재개하는 방안을 논의한 것으로 알려졌습니다. 이 본부장은 이달 중 미국을 방문해 비건 대표를 직접 만나 북한 비핵화와 한반도 정세 등에 대해 논의를 이어나갈 것으로 전해졌습니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010778520,,"[0, 0, 0, 0, 0]",1612227687
2020.01.01. 오후 7:11,정치,서울신문,단독 ‘새얼굴’로 사법개혁 겨눈 민주… 사법농단 알린 이탄희는 영입 불발,‘양승태 폭로’ 이수진 판사 사실상 수락 서울신문 범죄심리전문가 이수정 교수 “고민 중” 김예원 장애인 인권 변호사는 영입 거절 더불어민주당이 1 2호 인재 영입에 이어 2일 3호 발표를 앞두고 있는 가운데 일부 유명 인사는 영입을 시도했으나 불발된 것으로 확인됐다. 1일 서울신문 취재를 종합하면 민주당은 지난해 9월 ‘사법농단’을 세상에 알린 이탄희 42 변호사를 영입하려 했지만 성사되지 않은 것으로 알려졌다. 또 장애인 인권 진전에 노력해 온 김예원 38 변호사와 영국 BBC 선정 ‘올해의 여성 100인’에 한국인으로 유일하게 이름을 올린 범죄심리전문가 이수정 56 경기대 교수의 영입도 시도했다. 김 변호사는 거절했고 이 교수는 고민 중인 것으로 확인됐다. 민주당 핵심 관계자는 “ 세 분에 대해 아직 확정된 것은 없다. 영입 제안 취지와 관련해 드릴 말씀이 없다”고 말했다. MobileAdNew center 이 변호사는 양승태 대법원장 시절인 2017년 2월 법원행정처 기획조정실 기획2심의관으로 발령받은 직후 알게 된 ‘판사 뒷조사 파일’의 존재에 반발해 사표를 쓰면서 ‘사법농단’을 수면 위로 끌어낸 인물이다. 당시 수리되지 않은 사표를 지난해 2월 다시 던진 이 변호사는 ‘검찰개혁’과 ‘사법개혁’에서 국회의 역할을 강조해 왔다. 민주당은 양 대법원장 시절 강제징용 사건 판결이 지연된 의혹이 있다고 폭로한 이수진 50 수원지법 부장판사에게도 영입을 제안했고 이 판사는 사실상 수락의 뜻을 내비친 것으로 전해졌다. 상징적인 인물을 영입해 ‘검찰개혁’에 이어 ‘사법개혁’ 의지를 드러내는 계산으로 풀이된다. 김 변호사는 민주당 외에 다른 당으로부터도 영입 제안을 받았지만 정치권의 러브콜은 모두 거절한 것으로 확인됐다. 시각장애인인 그는 최근 7년간의 법정 투쟁 끝에 시각장애인들을 위해 도로교통법을 바꾼 이야기가 알려져 주목을 받았다. 이 교수는 ‘여성이 안전하게 살 수 있는 사회’를 염두에 둔 인재 영입으로 보인다. 영국 BBC는 이 교수를 ‘올해의 여성 100인’으로 선정하며 “스토킹 방지법 도입을 도우며 법률 시스템에 도전하고 있다”고 했다. 이 교수는 랜덤채팅 애플리케이션을 통한 아동청소년 성폭력 문제 해결도 강조해 왔다. 이 교수는 “제안이 들어온 것은 맞다. 금방 답을 할 수 있는 일이 아니라서 고민 중”이라고 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003055454,,"[16, 1, 0, 121, 2]",1612227687
2020.01.01. 오후 7:11,정치,서울신문,靑 6일 비서관 인사 단행할 듯…윤건영 서울 구로을 출마 유력,고민정 불출마 가닥… 소규모 인선 전망 서울신문 국정기획상황실 분리 등 조직개편 검토 윤건영 청와대 국정기획상황실장이 20일 춘추관 대브리핑룸에서 남북 정상 간 ’핫라인’ 개통 관련 브리핑을 하고 있다. 2018.4.20 연합뉴스 문재인 대통령이 이르면 6일쯤 청와대 일부 비서관 인사를 단행할 것으로 보인다. 4·15 총선에 출마할 비서진 교체 및 이와 맞물린 일부 조직개편을 통해 비서실의 분위기를 다잡고 임기 후반기 국정운영에 매진하겠다는 구상으로 풀이된다. 여권 관계자는 1일 “다음주 중 비서진 인선 및 일부 조직개편을 매듭지을 것으로 안다”며 “6∼8일 중 하루를 검토 중”이라고 밝혔다. MobileAdNew center 문 대통령의 복심으로 꼽히는 윤건영 국정기획상황실장은 교체가 확실시된다. 윤 실장은 박영선 중소벤처기업부 장관의 지역구인 서울 구로을 출마로 가닥이 잡힌 것으로 알려졌다. 윤 실장 외에도 소수 참모들이 총선 출마 여부를 막판까지 고민 중인 것으로 알려졌다. 다만 더불어민주당의 차출 요청이 끊이지 않은 고민정 대변인은 고심 끝에 불출마로 가닥을 잡은 것으로 알려졌다. 추미애 법무부 장관 후보자의 지역구인 서울 광진을에 자유한국당 오세훈 전 의원의 출마가 확실시되면서 그간 여권에서는 전략공천이 검토돼 왔다. 현 정부 출범 당시 국정상황실이었지만 윤 실장 개인의 역량과 특수성을 감안해 국정기획상황실로 확대됐던 만큼 ‘국정상황’과 ‘국정기획’으로 기능을 분리하는 방안이 유력한 것으로 알려졌다. 국정상황실을 맡을 후임으로는 신상엽 제도개혁비서관 국정기획은 오종식 연설기획비서관 등의 이름이 오르내린다. 다만 이진석 정책조정비서관이 국정기획을 맡으리라는 관측도 나온다. 일각에서는 핵심 국정과제 달성을 위해 일부 비서관실이 신설될 것이라는 전망도 나온다. 소통 확대를 위해 시민사회수석실 산하에 종교 담당 인력 확보 등이 필요하다는 목소리도 나온다. 다만 인사 및 조직개편 규모는 크지 않을 것으로 보인다. 소규모 개편으로 총선을 치른 뒤 수석급을 포함한 대규모 인적 쇄신은 선거 이후 나올 가능성이 커 보인다. 한편 문 대통령은 이날 ‘2019년을 빛낸 의인 義人 ’ 소방사 이단비씨 등 7명과 함께 아차산을 오른 뒤 관저에서 떡국 조찬을 같이하며 경자년 첫날을 맞았다. 눈발이 날리는 가운데 오전 6시 50분부터 2시간 10분가량 경기 구리 아차산 입구부터 정상 제4보루 구간 4.73㎞를 걸었다. 정상에서 해돋이를 기다리던 시민 수백여명은 예상치 못한 대통령의 등장에 주변으로 몰려들어 환호하고 악수를 청하거나 사진을 찍었다. 문 대통령은 “지난해 정말 수고 많으셨고 감사드린다”며 “우리는 행복할 자격이 있다. 정부가 앞장서 노력할 것”이라고 밝혔다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003055452,2020.01.02. 오전 6:06,"[1, 0, 0, 20, 0]",1612227687
2020.01.01. 오후 7:11,정치,연합뉴스,북한 노동신문 당 전원회의 1면 게재,서울 연합뉴스 북한 노동당 기관지 노동신문은 김정은 북한 국무위원장이 지난달 28∼31일 노동당 제7기 제5차 전원회의를 지도했다는 소식을 1일 여러 사진과 함께 1면 전체에 실었다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011309717,,"[1, 0, 0, 0, 0]",1612227687
2020.01.01. 오후 7:11,정치,세계일보,문재인 대통령 “새해엔 더 행복… 정부가 앞장서 노력할 것”,文대통령 의인 7인과 등산 산행 중 시민들 만나 악수·사진 靑 北 도발조짐 입장표명 안 해 문재인 대통령이 1일 경기 구리시 아차산에서 2019년을 빛낸 의인 7명과 청와대 참모 등과 함께 신년 해맞이 산행을 하던 중 시민들과 인사하고 있다. 청와대 사진기자단 문재인 대통령이 1일 시민들과 함께 아차산을 오르는 것으로 새해 첫 일정을 시작했다. 이날 산행엔 ‘2019년을 빛낸 의인’ 7명이 함께 했다. 노영민 대통령 비서실장 김상조 정책실장 강기정 정무수석 황덕순 일자리수석 주형철 경제보좌관 이공주 과학기술보좌관 고민정 대변인 등 참모들도 동행했다. 문 대통령은 이날 산행 도중 만난 시민들에게 “지난해 한 해 열심히 사셨다. 정말 수고 많으셨고 감사드린다”며 “우리는 새해에 행복할 자격이 있다. 정부가 앞장서 노력할 것”이라고 말했다. “아차산에서 대통령과 함께 새해맞이를 하게 됐으니 여러분 운수대통한 것 아니냐”고 웃어보이기도 했다. 문 대통령이 “카메라 기자분들이 해돋이를 못 찍어 아쉽겠다”고 하자 김 정책실장은 “어떤 분이 ‘해를 보지는 못했지만 달을 봤다’고 했다”고 말했다. 달은 문 대통령을 뜻하는 것으로 보인다. 아차산을 찾은 시민들은 문 대통령을 보고 “영광입니다” “응원합니다” 등 인사를 건네며 악수를 청하거나 사진을 찍었다. 문 대통령은 오전 6시50분부터 시작한 산행을 오전 9시쯤 마친 뒤 이동해 오전 11시20분까지 청와대 관저에서 의인 참모들과 함께 떡국으로 아침식사를 했다. 문 대통령과 함께 산행 및 아침식사를 한 의인들은 이웃의 생명을 살려 귀감이 된 인물들이다. 경북 안동강남초등학교 교사 이주영씨는 불을 피하지 못해 교실 창밖에 매달린 2명의 학생을 구조했고 서해5도 특별경비단 소속 경찰관인 신준상씨는 휴가 중 계곡에 빠진 초등학생을 구조 후 신분을 밝히지 않고 자리를 떴다. 양산소방서 중앙119안전센터 소방사인 이단비씨는 휴무일에 전복된 차량에서 모자를 구조했고 임지현 가수 에이톤 씨는 여성을 성폭행하려던 외국인을 제압했다. 자영업자인 박기천씨는 물에 빠진 자살 기도자를 구했고 대학생 최세환씨는 신호 위반 차량을 추격해 범인을 검거했다. 설 연휴 중 근무하다 순직한 고 故 윤한덕 국립중앙의료원 중앙응급의료센터장의 아들인 윤형찬씨도 참석했다. 문 대통령은 형찬씨에게 “그해의 가장 슬픈 죽음이었다”며 “고인이 국가유공자로 지정돼 다행이다. 유족들의 슬픔이 없어지지는 않겠지만 국가의 할 일은 해야 한다”며 응급의료센터 의료진을 위한 지원책 마련을 강조했다. 김정은 북한 노동당 위원장이 이날 새로운 전략무기 공개를 예고하는 등 도발조짐을 보였지만 청와대는 별다른 공식 입장 표명을 하지 않았다. 북한의 행동을 당분간 지켜보면서 진짜 의도를 분석하기 위한 것으로 해석된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003426638,2020.01.01. 오후 9:49,"[191, 6, 7, 3572, 7]",1612227688
2020.01.01. 오후 7:08,정치,세계일보,3인칭 · 수위 조절…육성 신년사 생략한 김정은의 노림수는 뉴스,당 전체의 결정 보여주려 한 듯 할아버지 김일성 선례 참고도 연말 당 전원회의로 신년사 대체 김정은 북한 국무위원장이 지난달 31일 북한 노동당 중앙위원회 본부청사에서 열린 제7기 제5차 전원회의를 주재하고 있다. 평양 조선중앙통신·연합뉴스 김정은 북한 국무위원장이 2013년 이후 지속적으로 내놓았던 육성 신년사를 처음으로 내놓지 않았다. 북한이 최고지도자의 육성 혹은 사설 형태의 신년사를 건너뛰는 것은 북한 정권 수립 이후 거의 없었던 일이다. 노동신문은 1일자 1면에 김 위원장의 신년사 대신 노동당 7기 5차 전원회의 결과를 게재했다. 조선중앙TV도 예년과 달리 이날 ‘신년사 예고’ 방송을 하지 않았다. 지난해엔 1월1일 오전 8시45분쯤 신년사 예고 방송이 나오고 오전 9시 김 위원장이 녹화방송 형식으로 육성 신년사를 발표했다. 녹화 중계가 끝나면 노동신문은 신년사 전문을 실었다. 이는 김 위원장의 집권 3년째인 2013년부터 해마다 1월1일 반복된 방식이다. 북한은 올해 김 위원장의 육성 신년사 대신 지난달 28일부터 나흘간 진행된 노동당 7기 5차 전원회의 결과로 갈음하기로 한 것으로 보인다. 지난달 31일 열린 제7기 제5차 전원회의 참석자들. 평양 조선중앙통신 연합뉴스 김 위원장의 이번 행보에서는 할아버지인 김일성 주석의 선례가 어른거린다. 김 주석은 집권 시기였던 1987년 신년사를 전년도 12월30일 발표된 최고인민회의 제8기 제1차 회의 시정연설 ‘사회주의의 완전한 승리를 위하여’로 대체했다. 이 외에 북한 최대의 권력투쟁으로 알려진 ‘8월 종파사건’ 이듬해인 1957년에도 신년사가 생략됐다. 이와 함께 신년사를 회의 결과로 대체하면서 이날 밝힌 대미 강경노선의 메시지가 김 위원장 개인이 아닌 당 전체의 결정임을 강조하려 했다는 의도로도 볼 수 있다는 분석이다. 신범철 아산정책연구원 안보통일센터장은 “ 회의 결과 보도에는 미국에 대한 강경한 발언들이 연이어 나오는데 이를 자기의 입으로 하기보다는 한발 물러서서 당 중앙 위원회를 통해 3인칭 화법을 활용한 것으로 수위 조절을 한 것으로 평가할 수 있다”며 “북한을 도와줄 중국을 의식해 분위기 조절을 한 것으로 읽힌다”고 짚었다. 또 일각에선 북한이 김 위원장의 1인 독재체제라는 인식을 불식시키기 위한 의도로도 해석한다. 김정은 북한 국무위원장. 연합뉴스 한편 이날 북한 매체들이 공개한 사진과 영상을 보면 회의 첫날부터 사흘째까지 굳은 표정이었던 김 위원장은 마지막 날 회의에선 밝은 표정을 짓고 있다. 앞선 회의 내내 긴장한 표정으로 김 위원장의 발언을 수첩에 받아 쓰던 참석자들 역시 편안한 표정으로 포착됐고 김재룡 내각 총리는 치아까지 드러내며 웃었다. 이는 북한이 난관을 정면돌파할 수 있다는 자신감을 대외적으로 과시하기 위한 연출로도 보인다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003426637,,"[3, 0, 1, 76, 3]",1612227688
2020.01.01. 오후 7:06,정치,뉴시스,문희상 공수처법 대통령 세 분 꿈 현실로…난 할 일 했다,지난해는 40년 정치 인생서 제일 길었던 한해 사법개혁 정치개혁 마무리 짓는 게 내 숙명 서울 뉴시스 장세영 기자 문희상 국회의장이 2020년 경자년 庚子年 새해 첫날인 1일 오전 서울 동작구 국립서울현충원을 방문해 분향하고 있다. 2020.01.01. 사진 국회 제공 photo newsis.com 서울 뉴시스 김지훈 기자 문희상 국회의장은 1일 고위공직자범죄수사처 공수처 설치법의 국회 본회의 통과로 고 故 김대중 전 대통령 고 故 노무현 전 대통령 그리고 문재인 대통령의 꿈이 현실로 됐다고 평가했다. 문 의장은 이날 서울 한남동 의장공관에서 열린 신년하례회에서 지난해는 40년 정치 인생에서 제일 길었던 한해였다. 그리고 제일 길었던 이틀을 보냈다. 만감이 교차한다 며 공수처법 처리를 놓고 벌어졌던 연말의 국회 상황을 되돌아봤다. 문 의장은 먼저 검찰개혁은 김대중 대통령이 꼭 이루고 싶었던 소원 이라며 검찰개혁 사법개혁 실패에 낙담했다 고 말했다. 또 노무현 대통령은 후보 되자마자 시종일관 검찰개혁 사법개혁이 돼야 한다고 강조했다 고 떠올렸다. 더불어 문재인 대통령에게는 노무현 대통령 서거가 자책감이고 그러니 그게 공수처법 첫 공약 이라고 전했다. 문 의장은 공수처 설치법을 처리한 것은 자신의 소명 이라고 했다. 그는 결론을 내야겠구나 희생할 수밖에 없겠구나 라는 걸 처리 몇 달 전부터 예상했다 며 사법개혁과 정치개혁의 중요한 정신은 촛불정신이다. 마무리 짓는 게 내 숙명 이라고 말했다. 그는 역사적 평가는 나중에 어떻게 받아도 좋다. 나는 내가 지금 할 일을 했다 며 떳떳하고 당당하고 자랑스럽다 고 강조했다. 아울러 역사 속에 어떻게 기록될지는 남은 자들의 역할 이라고 덧붙였다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009634516,,"[4, 1, 0, 10, 0]",1612227688
2020.01.01. 오후 7:06,정치,KBS,김정은 “머지 않아 새 전략무기 목격할 것”…협상 여지는 남겨둬,앵커 북한이 지난해 연말 나흘간 진행했던 노동당 중앙위 전원회의 결과를 발표했습니다. 김정은 위원장은 미국을 상대로 충격적 행동 에 나설 것이라면서 핵무기와 대륙간탄도미사일 ICBM 시험을 재개할 수 있음을 시사했는데요 그러면서도 핵억제력의 정도는 미국의 입장에 따라 조정될 것이라고 밝혀 협상 여지는 열어줬습니다. 김민정 기자가 보도합니다. 리포트 새해 첫 날인 오늘 북한은 나흘간 진행된 노동당 중앙위 전원회의 결과를 발표했습니다. 김정은 위원장의 발언 내용이 주가 됐습니다. 사실상 김 위원장의 신년사를 대체한 것으로 보입니다. 김 위원장은 미국을 상대로 충격적인 실제 행동으로 넘어갈 것이라며 머지 않아 새로운 전략무기를 목격하게 될 것이라고 밝혔습니다. 조선중앙TV 국가안전을 위한 필수적이고 선결적인 전략무기 개발을 중단없이 계속 줄기차게 진행해 나갈 것임을 단호히 선언하셨습니다. 중단했던 핵무기와 ICBM 시험을 재개할 수 있음을 시사한 것으로 풀이됩니다. 김 위원장은 그 이유로 미국의 압박을 들었습니다. 북미 신뢰구축을 위해 이른바 선제적 중대조치를 취했지만 미국은 군사적 위협과 대북 제재를 유지하고 있다는 겁니다. 이런 조건에서 대가없는 공약에 더 이상 매여있을 근거가 없다고 김 위원장은 주장했습니다. 김 위원장은 현 정세를 자력갱생과 제재와의 대결로 압축할 수 있다며 자력갱생으로 대북제재를 정면돌파할 것을 주문했습니다. 김 위원장은 다만 억제력 강화의 폭과 심도는 미국 입장에 따라 조정될 것이라며 대화 가능성도 열어뒀습니다. 조성렬 국가안보전략연구원 자문연구위원 미국의 조치를 보면서 대응을 한층 강화시킬 수 있다 이렇게 여지만 남겨놨습니다. 당초 우리가 우려했던 것만큼 북한의 메시지가 강하지 않았다 이렇게 평가할 수 있을 것 같습니다. 정부는 김정은 위원장의 새로운 전략무기 발언에 대해 우려의 뜻을 밝혔습니다. 이상민 통일부 대변인 북한이 이를 행동으로 옮길 경우 비핵화 협상과 한반도 평화정착 노력에 도움이 되지 않을 것이라는 입장을 밝힙니다. 다만 김 위원장이 미국과의 대화 중단을 선언하지 않았다는 점은 평가한다고 밝혔습니다. KBS 뉴스 김민정입니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010778518,,"[0, 1, 0, 33, 0]",1612227689
2020.01.01. 오후 7:06,정치,서울신문,김정은 “충격 행동할 것”…핵·경제 병진 회귀,전원회의 결과 보고로 신년사 대체 서울신문 “머지않아 새 전략무기 목격하게 될 것” ‘핵·ICBM 실험 중단’ 해제 전격 선언 “美에 따라 강도 달라질 것” 여지 남겨 트럼프 직접 비난 안 해 ‘모호성 전략’ 김정은 북한 국무위원장이 지난달 31일 노동당 중앙위원회 본부청사에서 제7기 제5차 전원회의를 지도했다고 1일 조선중앙통신이 보도했다.자신감을 되찾은 듯 치아를 드러내며 환하게 웃고 있다.평양 조선중앙통신 연합뉴스 북한이 설정한 북미 비핵화 협상 시한을 넘긴 1일 김정은 국무위원장은 별도 신년사 없이 노동당 중앙위원회 제7기 5차 전원회의 결과 보도를 통해 핵실험과 대륙간탄도미사일 ICBM 시험 발사를 중단하기로 한 ‘모라토리엄’의 번복 가능성을 시사했다. 북한은 선 先 대북 적대시 정책 철회 원칙을 재확인하면서도 비핵화 협상 중단을 명시적으로 선언하지 않아 대화의 여지는 남겼다. 노동당 기관지 노동신문은 이날 지난달 28일부터 4일간 진행한 5차 전원회의 결과를 보도하며 김 위원장이 “미국이 우리 국가의 근본 이익과 배치되는 요구를 내대고 강도적인 태도를 취하고 있는 것으로 하여 조미 북미 간의 교착상태는 불가피하게 장기성을 띠게 되어 있다”고 했다고 전했다. 이어 김 위원장은 미국을 향해 “이제껏 우리 인민이 당한 고통을 받아 내기 위한 충격적인 실제 행동에로 넘어갈 것”이라고 경고했다. MobileAdNew center 이어 김 위원장은 2018년 4월 3차 전원회의에서 선제적으로 핵·미사일 시험 모라토리엄 중단 을 선언했으나 “미국은 이에 응당한 조치로 화답하기는커녕 합동군사연습들을 수십 차례 벌이고 첨단 전쟁 장비를 남조선에 반입해 우리를 군사적으로 위협했다”며 “ 상 대방도 없는 공약에 우리가 더이상 매여 있을 근거가 없어졌다”고 했다. 이에 핵·미사일 시험 모라토리엄을 번복할 가능성을 시사했다는 해석이 나온다. 또 김 위원장은 “세상은 곧 멀지 않아 새로운 전략무기를 목격하게 될 것”이라고 경고했다. 그러나 김 위원장은 “우리의 핵 억제력의 강화의 폭과 심도는 미국의 금후 대조선 입장에 따라 상향 조정될 것”이라며 곧장 군사적 도발로 나아가지 않을 여지를 드러냈다. 특히 미국을 비난하면서도 도널드 트럼프 미국 대통령은 언급하지 않고 비핵화 협상 중단도 명시적으로 선언하지 않은 데 대해 ‘모호성 전략’을 취했다는 분석이 나온다. 김 위원장은 “제재 봉쇄 책동을 총파탄시키기 위한 정면돌파전에 매진해야 한다”고 강조했다. 결국 북한이 협상 시한 이후 걸어갈 ‘새로운 길’은 대북 제재 장기화에 맞설 자위적 국방력 강화와 경제적 자력갱생으로 보인다. 핵·경제 병진노선으로의 회귀를 공식 선언한 것은 아니지만 사실상 회귀한 것과 다름없다는 우려가 나온다. 김 위원장은 2013년부터 매년 녹화방송을 통해 육성으로 직접 신년사를 발표해 왔다. 전원회의 결과 보도로 신년사를 갈음한 것은 이번이 처음이다. 홍민 통일연구원 북한연구실장은 “새로운 길의 초기 국면에서 향후 협상 폭을 줄이지 않기 위해 모호성 전략을 취한 것”이라며 “2017년 이전의 핵개발의 길과 2018 2019년 협상을 통해 제재 해제를 모색했던 길과는 달리 새로운 길은 협상 장기화를 전제로 전략 무기를 쌓는 길로 볼 수 있다”고 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003055444,2020.01.01. 오후 8:36,"[10, 3, 1, 100, 2]",1612227689
2020.01.01. 오후 7:04,정치,한겨레,김정은 대남 메시지 없어…남쪽 역할 한계 실망감 반영된 듯,북 전원회의 결과 보도 통해 본 남북관계 지난해 신년사에선 10차례 언급 올해 1만8천자 결정문 중 ‘남북’ 0 고민 깊어진 정부 3월 한미 합훈 실시 여부가 한반도 정세 첫 분수령 전망 전작권 전환과 맞물려 곤혹 정부 “북 대화중단 선언은 안해 한미 훈련 자제 중인 것 확인” 김정은 북한 국무위원장이 지난 12월31일 노동당 중앙위원회 본부청사에서 제7기 5차 전원회의를 지도했다고 1일 조선중앙통신 이 보도했다. 연합뉴스 조선중앙통신 김정은 조선노동당 중앙위원회 위원장의 새해 구상에 남쪽을 향한 메시지는 보이지 않았다. 노동당 중앙위 제7기 5차 전원회의 결과를 전한 노동신문 1일치 보도문 1만8천여자에 “북남 남북 관계”는 한번도 등장하지 않았다. 김 위원장이 2019년 신년사에서 ‘북남관계’를 10번 언급하고 ‘전제 조건 없는 금강산 관광 개성공단 가동 재개’ 의사를 밝힌 것과는 확연히 다르다. 이와 관련해 통일부는 “통상 당 전원회의에서 남북관계 내용은 다루지 않는다”고 밝혔다. 신년사는 국정과 관련한 모든 분야를 언급하지만 당 전원회의는 정세의 핵심 쟁점에 집중하는 경향이 있다. 남북관계 언급 ‘부재’에는 부정적 측면과 긍정적 측면이 공존한다. 우선 김 위원장이 정세 해법을 모색하려 소집한 전원회의에서 “남북관계는 중요 변수가 아니라는 뜻”이라고 전직 고위 관계자는 짚었다. 지난해 2월 하노이 북 미 정상회담 이후 문재인 대통령의 존재감 하락과 남쪽 구실에 대한 북쪽의 실망이 반영된 듯하다. 문재인 대통령과 김정은 국무위원장이 2018년 5월26일 오후 판문점 북측 통일각에서 정상회담을 하기 앞서 백두산 그림 앞에서 기념사진을 찍고 있다. 청와대 제공 반면 미국을 “날강도”라 비난한 김 위원장이 이번에 남북관계를 언급했다면 강경 기조일 수밖에 없다는 점에 비춰 오히려 ‘기회의 창’을 닫지 않은 긍정적 측면을 볼 필요가 있다는 지적도 나온다. 남북관계와 관련한 김 위원장의 ‘강령적 지침’이 공표되지 않은 만큼 남쪽 하기에 따라선 남북관계 개선의 여지가 있다는 것이다. 올해 한반도 정세의 첫 분수령은 3월께로 예정된 한·미 연합 군사훈련 실시 여부가 될 전망이다. 정부는 ‘통일부 대변인 논평’을 통해 “오늘 북한이 미국과의 대화 중단을 선언하지 않은 것을 평가한다”며 “한·미 양국은 대화가 진행되는 동안 사실상 대규모 연합훈련의 실시를 자제해오고 있음을 확인한다”고 밝혔다. 아울러 “정부는 북 미 비핵화 협상의 실질적 진전과 함께 남북관계 진전을 위한 노력을 계속해나갈 것”이라며 “남북 간 군사적 신뢰 구축을 위한 합의사항을 철저히 이행해나갈 것”이라고 덧붙였다. 한·미는 지난해 키리졸브 연습과 독수리 훈련 을지프리덤가디언 등 3대 연합훈련을 폐지하고 대대급 이하에서만 연합훈련을 실시했다. 한·미는 ‘비핵화 대화’ 기조가 계속되는 한 올해도 조정된 형태의 연합훈련을 유지할 것으로 보인다. 그러나 연합훈련을 전면적으로 연기하거나 중단하기엔 전시작전통제권 전작권 전환에 속도를 내야 하는 정부로선 곤혹스러운 측면이 있다. 한·미는 전작권 전환을 위해 올해 한국군의 완전운용능력 FOC 을 평가할 계획인데 후반기 연합연습과 연계해 실시할 것으로 알려졌다. 국방부 관계자는 “현재로선 올해 연합훈련도 조정된 형태로 진행한다는 데 변화가 없다”며 “훈련을 하지 못하면 전작권 전환에도 차질이 빚어질 수 있다”고 말했다. 정부는 최근 중국과 러시아가 대북제재 완화를 촉구하며 유엔 안전보장이사회에 제출한 결의안의 “필요성”을 언급하고 남북 철도·도로 연결 등을 통해 남북관계를 진전시킬 구상을 검토했으나 북 미 협상의 문턱이 더욱 높아져 고심이 더 깊어졌다. 정부 당국자는 “현재 상황에서는 북 미 대화 모멘텀 유지가 가장 중요하다”며 “경우에 따라 남북관계 진전이 북 미 관계보다 반발짝 앞서 나가야 하지만 철도·도로 연결 제재 완화 등이 진행되려면 북 미 대화의 진전이 있어야 한다”고 말했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=028&aid=0002480172,2020.01.01. 오후 10:06,"[0, 0, 1, 4, 0]",1612227689
